Year,0_age_males,1_age_males,2_age_males,3_age_males,4_age_males,5_age_males,6_age_males,7_age_males,8_age_males,9_age_males,10_age_males,11_age_males,12_age_males,13_age_males,14_age_males,15_age_males,16_age_males,17_age_males,18_age_males,19_age_males,20_age_males,21_age_males,22_age_males,23_age_males,24_age_males,25_age_males,26_age_males,27_age_males,28_age_males,29_age_males,30_age_males,31_age_males,32_age_males,33_age_males,34_age_males,35_age_males,36_age_males,37_age_males,38_age_males,39_age_males,40_age_males,41_age_males,42_age_males,43_age_males,44_age_males,45_age_males,46_age_males,47_age_males,48_age_males,49_age_males,50_age_males,51_age_males,52_age_males,53_age_males,54_age_males,55_age_males,56_age_males,57_age_males,58_age_males,59_age_males,60_age_males,61_age_males,62_age_males,63_age_males,64_age_males,65_age_males,66_age_males,67_age_males,68_age_males,69_age_males,70_age_males,71_age_males,72_age_males,73_age_males,74_age_males,75_age_males,76_age_males,77_age_males,78_age_males,79_age_males,80_age_males,0_age_females,1_age_females,2_age_females,3_age_females,4_age_females,5_age_females,6_age_females,7_age_females,8_age_females,9_age_females,10_age_females,11_age_females,12_age_females,13_age_females,14_age_females,15_age_females,16_age_females,17_age_females,18_age_females,19_age_females,20_age_females,21_age_females,22_age_females,23_age_females,24_age_females,25_age_females,26_age_females,27_age_females,28_age_females,29_age_females,30_age_females,31_age_females,32_age_females,33_age_females,34_age_females,35_age_females,36_age_females,37_age_females,38_age_females,39_age_females,40_age_females,41_age_females,42_age_females,43_age_females,44_age_females,45_age_females,46_age_females,47_age_females,48_age_females,49_age_females,50_age_females,51_age_females,52_age_females,53_age_females,54_age_females,55_age_females,56_age_females,57_age_females,58_age_females,59_age_females,60_age_females,61_age_females,62_age_females,63_age_females,64_age_females,65_age_females,66_age_females,67_age_females,68_age_females,69_age_females,70_age_females,71_age_females,72_age_females,73_age_females,74_age_females,75_age_females,76_age_females,77_age_females,78_age_females,79_age_females,80_age_females
1932,0.058258,0.008748,0.004671,0.003309,0.00266,0.002275,0.001975,0.001747,0.001582,0.001473,0.001422,0.001431,0.001509,0.001656,0.001856,0.002093,0.002342,0.002582,0.002798,0.002992,0.003198,0.003405,0.003564,0.003661,0.003713,0.003752,0.003809,0.003892,0.004015,0.004172,0.004341,0.004517,0.004717,0.004943,0.005194,0.005476,0.005778,0.006075,0.006357,0.006641,0.006942,0.007295,0.007725,0.008249,0.008855,0.009529,0.010237,0.010956,0.01167,0.012403,0.013203,0.014095,0.015066,0.016122,0.017277,0.018503,0.019843,0.021373,0.023127,0.025068,0.027288,0.02961,0.031744,0.033568,0.035285,0.037112,0.039418,0.042457,0.04643,0.051187,0.056439,0.061956,0.067756,0.073765,0.080051,0.086742,0.093931,0.101604,0.109789,0.118462,0.127888,0.046277,0.008029,0.004085,0.002991,0.002403,0.002027,0.001729,0.001495,0.001316,0.001188,0.001114,0.001102,0.001164,0.001304,0.001504,0.001742,0.001993,0.002244,0.00248,0.002701,0.002935,0.003167,0.003349,0.003466,0.003533,0.003585,0.003647,0.003723,0.003822,0.003941,0.004063,0.004186,0.004323,0.004478,0.004647,0.004841,0.005045,0.005236,0.005406,0.00557,0.005744,0.005961,0.006246,0.006617,0.007062,0.00756,0.008084,0.008623,0.009165,0.009726,0.010358,0.011063,0.011795,0.012547,0.013349,0.014201,0.015182,0.016393,0.017888,0.019614,0.02162,0.023712,0.025624,0.027236,0.028738,0.030342,0.032402,0.035157,0.038798,0.043179,0.04804,0.053143,0.058468,0.063931,0.069621,0.075673,0.082225,0.089308,0.096975,0.105175,0.114351
1933,0.058063,0.009037,0.004817,0.00341,0.00274,0.0023,0.001956,0.001701,0.001526,0.001421,0.001383,0.001407,0.001488,0.001622,0.001797,0.002007,0.002237,0.002465,0.00268,0.002882,0.003096,0.003311,0.00348,0.003588,0.003652,0.003705,0.003774,0.003862,0.00398,0.004126,0.00428,0.004443,0.004635,0.004861,0.005117,0.005409,0.005718,0.006011,0.006273,0.006528,0.006794,0.007119,0.007545,0.008102,0.008763,0.009498,0.010255,0.011009,0.011737,0.012465,0.013272,0.01417,0.015099,0.016055,0.017074,0.018124,0.019319,0.020832,0.022743,0.024955,0.027508,0.030099,0.032346,0.034064,0.035519,0.037003,0.039019,0.041904,0.045922,0.050854,0.056313,0.061941,0.067701,0.073462,0.079344,0.085563,0.092296,0.099541,0.107357,0.115693,0.12478,0.046415,0.008143,0.00414,0.003032,0.002435,0.00202,0.001692,0.001439,0.001252,0.001127,0.001062,0.001057,0.001116,0.001238,0.00141,0.001619,0.001845,0.002074,0.002292,0.0025,0.002718,0.002937,0.003121,0.003255,0.003353,0.003442,0.003536,0.003626,0.003713,0.003802,0.003886,0.003978,0.004099,0.004259,0.004451,0.004673,0.004898,0.005091,0.005237,0.005359,0.005484,0.00566,0.005922,0.006298,0.006765,0.007291,0.007837,0.008389,0.008932,0.009484,0.010106,0.010803,0.011518,0.012245,0.013017,0.013831,0.014773,0.01596,0.017453,0.019189,0.0212,0.023282,0.025172,0.026745,0.028192,0.029754,0.031755,0.034371,0.037768,0.041842,0.046307,0.051047,0.056213,0.061797,0.067776,0.074175,0.080918,0.087881,0.095009,0.10236,0.110559
1934,0.063187,0.009737,0.005172,0.003653,0.002934,0.002435,0.002046,0.001756,0.001557,0.001441,0.001398,0.001423,0.001507,0.001643,0.001822,0.002037,0.002274,0.002512,0.002737,0.002947,0.003173,0.003398,0.003573,0.003678,0.003736,0.003781,0.003843,0.003928,0.004047,0.004196,0.004355,0.004522,0.004719,0.004951,0.005213,0.005516,0.005836,0.006133,0.006391,0.006638,0.006897,0.007224,0.007661,0.00824,0.008935,0.009696,0.010485,0.011309,0.012157,0.013034,0.014012,0.015054,0.016055,0.016981,0.017896,0.018818,0.019907,0.021345,0.023231,0.025458,0.028021,0.030618,0.032899,0.034688,0.036235,0.037885,0.040062,0.042963,0.046799,0.05144,0.056463,0.061781,0.067707,0.074274,0.081368,0.089008,0.096892,0.104635,0.112049,0.11936,0.127194,0.050016,0.008763,0.004443,0.00325,0.002609,0.002121,0.001736,0.001449,0.00125,0.001131,0.001084,0.001099,0.001168,0.001281,0.001431,0.001618,0.001828,0.002044,0.002253,0.002455,0.002666,0.002879,0.003061,0.003202,0.00331,0.003413,0.00352,0.003612,0.003691,0.003762,0.003827,0.003901,0.004011,0.00417,0.004365,0.004592,0.004821,0.005021,0.005176,0.005308,0.00545,0.005642,0.005911,0.006278,0.006728,0.007226,0.007752,0.008322,0.008931,0.009581,0.010322,0.011116,0.011875,0.012567,0.013252,0.013953,0.014805,0.015943,0.017449,0.019242,0.021324,0.023459,0.025375,0.026936,0.028341,0.029872,0.031859,0.034446,0.037796,0.04182,0.046214,0.05092,0.056175,0.062012,0.068353,0.075155,0.082253,0.089477,0.096729,0.104103,0.112298
1935,0.058484,0.008401,0.004495,0.003189,0.002564,0.002223,0.001956,0.001753,0.001605,0.001507,0.00146,0.001468,0.001536,0.001665,0.001842,0.002052,0.002276,0.002498,0.002704,0.002896,0.003097,0.0033,0.003472,0.0036,0.003697,0.003792,0.003898,0.003996,0.004087,0.004182,0.004272,0.004384,0.004562,0.004824,0.00515,0.00553,0.00591,0.006244,0.006502,0.006721,0.006946,0.007244,0.007651,0.008201,0.00887,0.009608,0.010374,0.011168,0.011975,0.012808,0.013719,0.014706,0.015719,0.016748,0.017823,0.018966,0.020235,0.02168,0.023338,0.025184,0.027246,0.029426,0.031595,0.033694,0.035829,0.038247,0.04103,0.044055,0.047342,0.050988,0.054779,0.059102,0.064631,0.071641,0.079738,0.088634,0.097506,0.105649,0.112636,0.118967,0.125629,0.045418,0.00758,0.003865,0.002833,0.002277,0.001948,0.001684,0.001475,0.001313,0.001194,0.001121,0.001101,0.001145,0.001254,0.001416,0.001613,0.001822,0.002031,0.002226,0.002409,0.002598,0.002792,0.002966,0.003112,0.003235,0.003359,0.003483,0.003582,0.003653,0.003707,0.003748,0.003804,0.003911,0.004087,0.004314,0.00458,0.004839,0.005052,0.005193,0.005294,0.005395,0.005554,0.005803,0.006171,0.006639,0.007162,0.007705,0.00827,0.008846,0.009442,0.010106,0.010835,0.011577,0.012324,0.013104,0.013947,0.014909,0.016031,0.017346,0.018837,0.020526,0.022335,0.024163,0.025968,0.027833,0.029966,0.032431,0.035129,0.038075,0.041353,0.044791,0.048712,0.053678,0.059923,0.067121,0.075057,0.08303,0.090411,0.096829,0.102728,0.109176
1936,0.059913,0.008435,0.004512,0.0032,0.002574,0.002201,0.001911,0.001695,0.00154,0.001441,0.001399,0.001418,0.001504,0.001658,0.001865,0.002109,0.002365,0.00261,0.002826,0.003018,0.003218,0.003422,0.003588,0.003707,0.00379,0.003871,0.003963,0.004055,0.004153,0.004263,0.004375,0.004509,0.004702,0.004969,0.005297,0.005669,0.006052,0.00642,0.006756,0.00708,0.007429,0.007836,0.008307,0.008857,0.00948,0.010155,0.010878,0.011674,0.012547,0.013493,0.014532,0.01563,0.016733,0.017819,0.018925,0.020104,0.021419,0.022901,0.024582,0.026449,0.02851,0.030705,0.032965,0.03526,0.037657,0.040443,0.043566,0.046713,0.049818,0.053107,0.056438,0.060488,0.066218,0.074064,0.083436,0.093782,0.103957,0.113126,0.120727,0.127387,0.134344,0.047091,0.007502,0.003827,0.002805,0.002255,0.001868,0.001566,0.001341,0.001182,0.001085,0.001046,0.001064,0.001138,0.001268,0.00144,0.001648,0.001872,0.00209,0.002287,0.002467,0.002649,0.002837,0.003009,0.003161,0.003295,0.003432,0.003566,0.003666,0.003722,0.003753,0.003766,0.003802,0.003903,0.004093,0.00435,0.004648,0.004935,0.005175,0.005341,0.005463,0.00559,0.005773,0.006024,0.006366,0.006788,0.007254,0.007752,0.008304,0.008914,0.009576,0.010323,0.011123,0.011914,0.01267,0.013436,0.014266,0.015232,0.016366,0.017707,0.019239,0.020962,0.022819,0.024754,0.026742,0.028841,0.031301,0.034084,0.036932,0.039793,0.042857,0.045995,0.049781,0.055032,0.062123,0.070554,0.079899,0.089153,0.097533,0.104531,0.110729,0.117461
1937,0.05839,0.007972,0.004277,0.003039,0.002445,0.002072,0.001784,0.001567,0.00141,0.001306,0.001258,0.001273,0.00136,0.001521,0.00174,0.001998,0.002265,0.002513,0.002721,0.002897,0.00308,0.003267,0.00342,0.003528,0.003604,0.003673,0.003755,0.003846,0.003956,0.004084,0.004223,0.004378,0.004565,0.004792,0.005056,0.005354,0.005674,0.006006,0.006344,0.006698,0.007087,0.007526,0.008019,0.008575,0.009194,0.009862,0.010583,0.011378,0.012253,0.013203,0.014239,0.015332,0.016438,0.017539,0.018666,0.019875,0.021206,0.022658,0.024248,0.025981,0.027862,0.029892,0.032075,0.034418,0.036935,0.039883,0.043095,0.046162,0.048955,0.051767,0.054564,0.058131,0.063458,0.071027,0.080221,0.090311,0.100197,0.10925,0.11696,0.12383,0.131121,0.046048,0.007169,0.003665,0.002688,0.002161,0.001762,0.001452,0.001222,0.001063,0.00097,0.000937,0.00096,0.001036,0.001161,0.001325,0.001523,0.001738,0.001946,0.002135,0.002307,0.002484,0.002665,0.002821,0.002945,0.003043,0.003139,0.003238,0.003325,0.0034,0.003469,0.003534,0.003613,0.003731,0.003901,0.004112,0.004352,0.004595,0.004822,0.005021,0.005208,0.005414,0.005659,0.005941,0.006266,0.006636,0.007037,0.007482,0.008002,0.008613,0.0093,0.010072,0.010884,0.011673,0.012411,0.013141,0.013936,0.014859,0.015923,0.017159,0.018561,0.020126,0.021829,0.023656,0.025601,0.027698,0.03017,0.032923,0.035656,0.038287,0.041035,0.043811,0.047246,0.05219,0.059045,0.067285,0.076402,0.085374,0.093472,0.100191,0.106081,0.112521
1938,0.055624,0.007261,0.003916,0.002792,0.002248,0.001879,0.001595,0.001384,0.001237,0.001147,0.001113,0.001135,0.001213,0.001346,0.001522,0.001732,0.001953,0.002159,0.002333,0.00248,0.002633,0.002791,0.002921,0.003016,0.003087,0.003153,0.00323,0.003312,0.003406,0.003514,0.003633,0.003767,0.003931,0.004131,0.004365,0.00463,0.004918,0.005226,0.005553,0.005903,0.006293,0.006726,0.007198,0.007711,0.008269,0.008867,0.009524,0.010272,0.011127,0.012072,0.013107,0.014187,0.015261,0.016304,0.017352,0.018485,0.019741,0.021094,0.022556,0.024147,0.025871,0.027762,0.029869,0.03222,0.034807,0.03779,0.041008,0.044136,0.047062,0.050024,0.053013,0.056658,0.061728,0.068607,0.07681,0.085781,0.094636,0.102848,0.109999,0.116509,0.123483,0.043694,0.006569,0.003372,0.002476,0.001993,0.00162,0.001329,0.001113,0.000963,0.000873,0.000838,0.000855,0.000923,0.001036,0.001184,0.001366,0.001561,0.001746,0.001905,0.002045,0.002188,0.002335,0.002465,0.002571,0.002659,0.002748,0.002837,0.002914,0.002976,0.003032,0.003084,0.003151,0.003258,0.003419,0.00362,0.00385,0.004083,0.004307,0.004511,0.004708,0.004925,0.005178,0.005461,0.005777,0.006132,0.006517,0.006944,0.007439,0.008013,0.008657,0.009373,0.010131,0.010895,0.011647,0.012415,0.013265,0.014221,0.015259,0.016387,0.017624,0.018999,0.020535,0.022243,0.024142,0.026244,0.028703,0.031418,0.034146,0.036812,0.039604,0.04247,0.045935,0.050686,0.057056,0.064621,0.072899,0.081114,0.088795,0.095568,0.101801,0.1087
1939,0.051741,0.006034,0.003294,0.002366,0.001909,0.001613,0.001388,0.001228,0.001124,0.001073,0.001068,0.001109,0.001192,0.001315,0.001467,0.001645,0.001835,0.002019,0.002186,0.002337,0.002497,0.002658,0.002784,0.002864,0.002911,0.002951,0.003005,0.003079,0.003182,0.003311,0.003456,0.003611,0.003782,0.003969,0.004174,0.004406,0.004667,0.004956,0.005274,0.005626,0.006017,0.006452,0.00693,0.007455,0.00803,0.008654,0.009337,0.010093,0.010929,0.011841,0.012825,0.013871,0.01497,0.016118,0.017325,0.018641,0.020051,0.021488,0.022935,0.024439,0.026065,0.027879,0.029911,0.032196,0.034731,0.037634,0.040783,0.043946,0.047045,0.050267,0.053664,0.057675,0.06279,0.069271,0.076825,0.084994,0.093318,0.101681,0.10989,0.118085,0.127001,0.040645,0.005324,0.002765,0.002037,0.001643,0.001343,0.001112,0.000942,0.000826,0.000758,0.000735,0.000758,0.000827,0.000941,0.001088,0.001266,0.001453,0.001623,0.001761,0.001874,0.001988,0.002109,0.002221,0.002322,0.002416,0.00251,0.002605,0.002693,0.002773,0.00285,0.002926,0.003016,0.003133,0.003287,0.00347,0.003679,0.003894,0.004102,0.004293,0.004481,0.004687,0.00493,0.005212,0.005543,0.00592,0.006335,0.00679,0.007297,0.007862,0.008482,0.009167,0.009904,0.010668,0.011452,0.012274,0.013179,0.01418,0.015254,0.016402,0.017647,0.019047,0.020603,0.022269,0.024044,0.025973,0.028204,0.030735,0.033442,0.036312,0.039457,0.042834,0.046743,0.051598,0.057598,0.064512,0.071998,0.079686,0.087451,0.095132,0.102849,0.111434
1940,0.05286,0.005785,0.003007,0.002003,0.001669,0.001473,0.001321,0.001204,0.001115,0.001052,0.001019,0.001026,0.001084,0.001198,0.001355,0.001535,0.001722,0.00191,0.002089,0.00226,0.002441,0.002621,0.00276,0.002843,0.002887,0.002921,0.002971,0.003038,0.003135,0.003257,0.003397,0.003546,0.003707,0.003878,0.004066,0.004277,0.004521,0.004807,0.005142,0.005523,0.005951,0.006418,0.006914,0.007436,0.007994,0.008599,0.009269,0.010021,0.010867,0.011799,0.012809,0.013881,0.015011,0.016191,0.017433,0.018782,0.020231,0.021729,0.023263,0.024871,0.026633,0.028576,0.030673,0.032933,0.035391,0.038116,0.041129,0.044408,0.047967,0.051851,0.056115,0.060814,0.065987,0.071671,0.077878,0.084494,0.091612,0.099449,0.10808,0.117382,0.127494,0.041627,0.005001,0.00257,0.001769,0.001434,0.001208,0.001035,0.000907,0.000814,0.000755,0.00073,0.000745,0.000805,0.000913,0.001057,0.001227,0.001401,0.00156,0.00169,0.001796,0.001905,0.00202,0.002118,0.002194,0.002256,0.002313,0.002376,0.002452,0.002544,0.002651,0.002768,0.002892,0.003022,0.003156,0.003298,0.003453,0.003627,0.003826,0.004055,0.004311,0.004596,0.004902,0.005215,0.005529,0.005856,0.006208,0.006607,0.007062,0.007585,0.008171,0.008823,0.00952,0.010241,0.010977,0.011747,0.012607,0.01357,0.014604,0.015712,0.01692,0.018291,0.019836,0.021522,0.023356,0.025378,0.027644,0.030207,0.033091,0.03633,0.039938,0.04395,0.04835,0.053107,0.058217,0.063738,0.069664,0.076132,0.083313,0.091294,0.099976,0.109597
1941,0.050969,0.005518,0.002905,0.001968,0.001572,0.001394,0.001256,0.00115,0.001066,0.001004,0.000969,0.000976,0.00104,0.001169,0.001347,0.001551,0.001756,0.001956,0.002139,0.002305,0.002481,0.002654,0.002782,0.002849,0.002874,0.002887,0.002916,0.002968,0.003053,0.00317,0.003303,0.003446,0.003604,0.003777,0.003969,0.004187,0.004438,0.004724,0.005049,0.005415,0.005824,0.006272,0.00676,0.007288,0.00786,0.008485,0.009168,0.00991,0.010717,0.01159,0.012526,0.013531,0.014619,0.015795,0.017056,0.018434,0.019894,0.021364,0.022818,0.024306,0.025927,0.027739,0.029731,0.031929,0.034352,0.037013,0.03993,0.04313,0.046635,0.05046,0.05474,0.059396,0.064228,0.069178,0.074411,0.07986,0.085981,0.093385,0.102351,0.11249,0.123671,0.040505,0.004967,0.00242,0.001754,0.001382,0.001165,0.000997,0.000869,0.000775,0.000711,0.000679,0.000685,0.000738,0.000839,0.000977,0.00114,0.001307,0.001461,0.001588,0.001694,0.001805,0.00192,0.002013,0.002078,0.002125,0.002164,0.002212,0.002277,0.002367,0.002478,0.002605,0.002733,0.002857,0.00297,0.003081,0.003199,0.003342,0.003527,0.003764,0.004044,0.00436,0.00469,0.005017,0.00533,0.005644,0.00598,0.006363,0.006806,0.007321,0.0079,0.008543,0.009224,0.009922,0.010626,0.011356,0.012169,0.013079,0.014054,0.015096,0.01623,0.017513,0.018961,0.020552,0.022293,0.02422,0.026372,0.028795,0.031523,0.034586,0.037993,0.041827,0.04602,0.050438,0.055039,0.059947,0.065106,0.070866,0.077704,0.085839,0.094969,0.105192
1942,0.046008,0.004535,0.002481,0.001909,0.001506,0.001336,0.001202,0.001096,0.001013,0.000951,0.000916,0.00092,0.000976,0.00109,0.00125,0.001429,0.001614,0.001816,0.002031,0.002249,0.002488,0.002714,0.002865,0.002915,0.002893,0.002849,0.002831,0.002851,0.002933,0.003063,0.003213,0.003366,0.003535,0.003716,0.003914,0.004141,0.004399,0.004678,0.004976,0.005301,0.005664,0.006074,0.006538,0.007063,0.007649,0.008289,0.008986,0.009753,0.010594,0.011508,0.012487,0.013528,0.014638,0.015817,0.017063,0.018421,0.019856,0.021286,0.022685,0.024107,0.025641,0.027361,0.029277,0.031427,0.033813,0.036441,0.039296,0.042372,0.04567,0.049228,0.053206,0.057566,0.062131,0.066863,0.071906,0.077151,0.083035,0.090183,0.09887,0.108705,0.11958,0.036606,0.00411,0.002076,0.00161,0.001317,0.001082,0.0009,0.000763,0.000666,0.000605,0.000578,0.000589,0.000639,0.000728,0.000846,0.000987,0.001136,0.001281,0.001415,0.001537,0.001667,0.001798,0.001898,0.001957,0.001987,0.002009,0.002043,0.002096,0.002177,0.002281,0.002397,0.002517,0.002643,0.002776,0.002917,0.00307,0.003242,0.003436,0.003656,0.0039,0.004175,0.004468,0.004763,0.005052,0.005349,0.005665,0.006028,0.006463,0.006985,0.007583,0.00825,0.00895,0.009649,0.010328,0.011017,0.011774,0.012633,0.01358,0.014629,0.015791,0.017114,0.018583,0.020143,0.021783,0.023559,0.025517,0.02776,0.03038,0.033441,0.036908,0.04083,0.045048,0.049349,0.053642,0.058105,0.062788,0.068114,0.074549,0.082336,0.091175,0.101088
1943,0.044896,0.004608,0.002703,0.001986,0.001549,0.001394,0.001268,0.001163,0.001072,0.000997,0.000948,0.000942,0.000998,0.001127,0.001317,0.001516,0.001723,0.00198,0.002294,0.002635,0.003016,0.003357,0.003545,0.003524,0.003354,0.003134,0.002962,0.002862,0.002879,0.002988,0.003124,0.003254,0.003408,0.003583,0.003782,0.004014,0.004281,0.004573,0.004886,0.005228,0.005617,0.006052,0.006518,0.007011,0.007547,0.008125,0.008778,0.009545,0.010447,0.011466,0.012565,0.013715,0.014919,0.016164,0.017457,0.018854,0.02033,0.021805,0.023255,0.024727,0.026346,0.028143,0.030051,0.032076,0.034275,0.036687,0.039408,0.042537,0.04614,0.05019,0.054743,0.059658,0.064744,0.069926,0.075374,0.081119,0.087568,0.095183,0.1042,0.114317,0.125413,0.035263,0.00411,0.002236,0.001642,0.001305,0.001118,0.00097,0.000854,0.000765,0.000701,0.000664,0.000659,0.000695,0.000774,0.000886,0.001019,0.001157,0.00129,0.00141,0.001519,0.001636,0.001754,0.001845,0.001898,0.001925,0.001945,0.001978,0.002035,0.002127,0.002248,0.002382,0.002519,0.002659,0.0028,0.002946,0.003104,0.003281,0.003474,0.003683,0.003911,0.004168,0.004449,0.004737,0.005031,0.005341,0.005675,0.006057,0.006517,0.00707,0.007703,0.008403,0.009139,0.009888,0.010637,0.011406,0.012257,0.013199,0.014181,0.015198,0.016285,0.017527,0.01894,0.020471,0.022122,0.023949,0.025983,0.028325,0.031075,0.034301,0.037969,0.042116,0.0466,0.05124,0.055959,0.060916,0.066189,0.072126,0.079074,0.087229,0.096367,0.106524
1944,0.043956,0.004155,0.002395,0.001827,0.001445,0.001328,0.001229,0.001144,0.001069,0.001008,0.00097,0.000971,0.001026,0.001148,0.001327,0.001501,0.00169,0.001971,0.002367,0.002827,0.003347,0.003803,0.004038,0.003971,0.003689,0.00333,0.003039,0.002856,0.002847,0.002969,0.003127,0.003265,0.003418,0.003576,0.003745,0.003947,0.004187,0.004452,0.004742,0.00506,0.005426,0.005835,0.006269,0.006721,0.00721,0.007741,0.00835,0.009075,0.00994,0.010927,0.01199,0.013107,0.014298,0.015559,0.016884,0.018314,0.019808,0.021284,0.022708,0.024131,0.02569,0.027412,0.029214,0.031094,0.033116,0.035336,0.037857,0.040771,0.044146,0.04796,0.052192,0.056771,0.061652,0.06681,0.072318,0.078197,0.084613,0.091751,0.09971,0.108372,0.117836,0.035085,0.00365,0.002055,0.001539,0.001294,0.001072,0.000899,0.00077,0.000683,0.000634,0.000618,0.000633,0.000675,0.000741,0.000826,0.000928,0.00104,0.00116,0.001282,0.001405,0.001541,0.001674,0.001768,0.00181,0.001815,0.001808,0.00182,0.001866,0.001962,0.002098,0.002251,0.002402,0.00255,0.002687,0.002821,0.002964,0.003125,0.003308,0.003519,0.003753,0.00402,0.004303,0.004572,0.004814,0.005052,0.005302,0.00561,0.006019,0.006555,0.007196,0.00791,0.008649,0.009393,0.01012,0.010854,0.011661,0.012557,0.013498,0.014481,0.015535,0.016745,0.018108,0.019551,0.021067,0.022721,0.024559,0.026706,0.029286,0.032379,0.035937,0.03995,0.044269,0.048748,0.053316,0.058108,0.06322,0.068936,0.075513,0.083106,0.091548,0.100951
1945,0.042501,0.003528,0.002106,0.001637,0.001439,0.001283,0.001156,0.001054,0.000976,0.000922,0.000899,0.000915,0.000983,0.001108,0.001285,0.001459,0.001654,0.001942,0.002346,0.002816,0.003342,0.003807,0.004073,0.004067,0.003863,0.003594,0.003379,0.003236,0.003214,0.003287,0.00338,0.003462,0.003576,0.003721,0.003897,0.004109,0.004351,0.004606,0.00487,0.00515,0.005473,0.005846,0.006256,0.006705,0.007202,0.00775,0.008371,0.009091,0.009927,0.010869,0.011876,0.012949,0.014127,0.015419,0.016804,0.0183,0.019845,0.021349,0.02277,0.024163,0.025676,0.027348,0.029087,0.030897,0.032836,0.034986,0.037424,0.040184,0.043315,0.046832,0.050657,0.054863,0.059627,0.065019,0.070966,0.077481,0.084348,0.091303,0.098222,0.105298,0.112919,0.033404,0.003122,0.001812,0.001332,0.001182,0.001,0.000857,0.000752,0.000679,0.000636,0.000621,0.000633,0.000669,0.000729,0.000806,0.000898,0.000999,0.001107,0.001216,0.001326,0.001448,0.001567,0.001654,0.001695,0.001706,0.001708,0.001727,0.001775,0.001864,0.001985,0.00212,0.002256,0.0024,0.002549,0.002704,0.002875,0.00306,0.003245,0.003427,0.003611,0.003814,0.004044,0.0043,0.004586,0.004905,0.005256,0.005643,0.006077,0.006562,0.007098,0.007683,0.008313,0.008989,0.009713,0.010486,0.011346,0.012272,0.01321,0.014145,0.015114,0.016219,0.017483,0.018848,0.020317,0.021942,0.023779,0.025901,0.028364,0.031214,0.034453,0.038024,0.041945,0.046304,0.051131,0.056406,0.062199,0.068391,0.074789,0.081318,0.088123,0.095603
1946,0.039409,0.003279,0.001896,0.001511,0.001239,0.001137,0.001059,0.000994,0.000932,0.000874,0.000833,0.000828,0.000882,0.001008,0.001188,0.001387,0.001581,0.001773,0.001953,0.002119,0.002299,0.002467,0.002561,0.002556,0.002481,0.002383,0.002313,0.002291,0.002343,0.002454,0.002589,0.002726,0.002883,0.003055,0.003247,0.00347,0.003722,0.003989,0.004269,0.004569,0.004911,0.0053,0.005731,0.006207,0.006735,0.007308,0.00795,0.008698,0.00957,0.010549,0.011606,0.012714,0.01387,0.015062,0.016297,0.017607,0.018991,0.020413,0.021865,0.023366,0.025014,0.026779,0.028539,0.030263,0.032038,0.034003,0.036274,0.038873,0.04186,0.045248,0.048895,0.05291,0.057578,0.063004,0.069048,0.075834,0.08289,0.089563,0.095567,0.101356,0.107389,0.03084,0.002969,0.001565,0.001253,0.000977,0.000857,0.000761,0.000687,0.000629,0.000588,0.000565,0.000564,0.000591,0.000648,0.000729,0.000822,0.00092,0.001025,0.001135,0.001244,0.001366,0.001483,0.001567,0.001606,0.001613,0.001611,0.001625,0.001661,0.001729,0.001825,0.001932,0.002041,0.002165,0.002301,0.002451,0.002619,0.0028,0.00298,0.003156,0.003335,0.00353,0.003754,0.00401,0.004302,0.004632,0.004995,0.005389,0.005819,0.006285,0.006791,0.007344,0.007944,0.008584,0.009264,0.009991,0.01079,0.01166,0.012576,0.013533,0.014553,0.015731,0.017043,0.018386,0.019737,0.021177,0.022791,0.024718,0.02706,0.029899,0.033201,0.036838,0.04078,0.045123,0.049879,0.055031,0.06081,0.066983,0.073081,0.078937,0.084873,0.091323
1947,0.03594,0.002665,0.00181,0.001332,0.001065,0.000975,0.000906,0.000848,0.000795,0.000746,0.000711,0.000709,0.000761,0.000877,0.001043,0.001225,0.001404,0.001583,0.001754,0.001912,0.002083,0.002243,0.002339,0.002348,0.002296,0.002227,0.00218,0.002168,0.00221,0.002297,0.002404,0.002521,0.002663,0.002833,0.003031,0.003258,0.003517,0.003808,0.004132,0.00449,0.004899,0.00535,0.005816,0.00629,0.00679,0.007329,0.007948,0.00869,0.00958,0.010597,0.011697,0.012849,0.014055,0.015304,0.016602,0.017981,0.019437,0.020933,0.022461,0.024039,0.025773,0.027626,0.029465,0.031255,0.033089,0.035102,0.037431,0.040134,0.043286,0.046878,0.05074,0.054943,0.059748,0.065236,0.071287,0.078142,0.085285,0.091904,0.097673,0.103145,0.108769,0.027956,0.002391,0.001444,0.001055,0.000868,0.000748,0.000654,0.000583,0.000528,0.000489,0.000468,0.000471,0.000503,0.000569,0.000659,0.000765,0.000873,0.000976,0.001067,0.001147,0.001232,0.001319,0.001388,0.001431,0.001459,0.001483,0.001517,0.001563,0.001627,0.001707,0.001797,0.001893,0.002004,0.002132,0.002276,0.002438,0.002614,0.002795,0.002976,0.003166,0.003374,0.00361,0.003879,0.004184,0.004527,0.004902,0.005308,0.00575,0.00623,0.006749,0.007318,0.007931,0.008569,0.009227,0.009919,0.010678,0.011514,0.012416,0.013389,0.014446,0.01567,0.017026,0.018396,0.019751,0.021181,0.022784,0.024713,0.02708,0.029973,0.03335,0.03707,0.041094,0.045529,0.050386,0.055645,0.061559,0.067869,0.074045,0.079903,0.085799,0.092154
